Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\ntt12080.stu\Documents\proteomics\20260318_Trang_test\20260318_Trang_test\Trang_Blank_20ng_3-18-2026_Slot2-04_21527.d	C:\Users\ntt12080.stu\Documents\proteomics\20260318_Trang_test\20260318_Trang_test\Trang_Crop_100ng_3-18-2026_Slot2-01_21523.d	C:\Users\ntt12080.stu\Documents\proteomics\20260318_Trang_test\20260318_Trang_test\Trang_Hind_100ng_3-18-2026_Slot2-03_21525.d	C:\Users\ntt12080.stu\Documents\proteomics\20260318_Trang_test\20260318_Trang_test\Trang_Mid_100ng_3-18-2026_Slot2-02_21524.d
A0A7M7FZ83	A0A7M7FZ83_APIME	LOC724850	BRO1 domain-containing protein BROX		12619.2	22331	24499.7
A0A7M7FZ92	A0A7M7FZ92_APIME	LOC725239	RNA-binding protein 33 isoform X1		89815.3	75342	13756.9
A0A7M7FZ96	A0A7M7FZ96_APIME	726789	40S ribosomal protein S26		449033	703246	234531
A0A7M7FZA3	A0A7M7FZA3_APIME	LOC725283	Uncharacterized protein LOC725283		10112.9		
A0A7M7FZA5	A0A7M7FZA5_APIME	LOC726869	Transmembrane protein 209		12677.6	24421.9	
A0A7M7FZA6	A0A7M7FZA6_APIME	725054	Transmembrane protein 188		7916.92	13156.4	40590.6
A0A7M7FZC3	A0A7M7FZC3_APIME	726956	Golgi membrane protein 1 isoform X1		7568.55	14397.1	33168.9
A0A7M7FZD3	A0A7M7FZD3_APIME	LOC107963970	Uncharacterized protein LOC107963970		9675.17	7880.7	
A0A7M7FZD8	A0A7M7FZD8_APIME	727110	Major royal jelly protein 1	508578	26480.5	192601	1.91337e+06
A0A7M7FZE7	A0A7M7FZE7_APIME	LOC725041	Leucine-rich repeat-containing protein 15		8733.02		
A0A7M7FZE8	A0A7M7FZE8_APIME	725260	Uncharacterized protein LOC725260		30599.3	14163.1	
A0A7M7FZF5	A0A7M7FZF5_APIME	725062	Large ribosomal subunit protein uL4m		55181.2	78648.2	93020.2
A0A7M7FZG2	A0A7M7FZG2_APIME	725324	Uncharacterized protein LOC725324 isoform X1		30084.8	44578.4	41620.2
A0A7M7FZG5	A0A7M7FZG5_APIME	727128	Large ribosomal subunit protein eL34	242121	358494	145733	558730
A0A7M7FZH0	A0A7M7FZH0_APIME	725363	isopentenyl-diphosphate Delta-isomerase		5990.13	5000.01	13525.4
A0A7M7FZH1	A0A7M7FZH1_APIME	726950	Pupal cuticle protein 20 isoform X1	283831	858626	37607.2	
A0A7M7FZH9	A0A7M7FZH9_APIME	LOC725420	Transporter			17854.3	85022.7
A0A7M7FZI1	A0A7M7FZI1_APIME	727483	Protein stunted isoform X1		522668	1.03319e+06	334204
A0A7M7FZI2	A0A7M7FZI2_APIME	727007	Alpha-tocopherol transfer protein isoform X1			82555.3	4562.81
A0A7M7FZI3	A0A7M7FZI3_APIME	727420	Transmembrane protein 192		35647.1	30352.8	31224.3
A0A7M7FZI7	A0A7M7FZI7_APIME	725165	Aquaporin AQPAe.a isoform X1				97673.8
A0A7M7FZI8	A0A7M7FZI8_APIME	LOC726962	Trafficking protein particle complex subunit		20979.9	31863.6	37729.1
A0A7M7FZJ3	A0A7M7FZJ3_APIME	LOC727079	Fibroblast growth factor receptor substrate 2		26277.4		
A0A7M7FZJ4	A0A7M7FZJ4_APIME	LOC725477	Transmembrane protein 245 isoform X1			2809.47	5380.63
A0A7M7FZJ5	A0A7M7FZJ5_APIME	725538	28S ribosomal protein S28, mitochondrial		65928.4	110186	86591.6
A0A7M7FZJ8	A0A7M7FZJ8_APIME	LOC727650	Uncharacterized protein LOC727650 isoform X2		7917.08	7737.81	12006.8
A0A7M7FZL8	A0A7M7FZL8_APIME	726027	ADP-ribosylation factor-like protein 1		50609.3	100145	152878
A0A7M7FZM2	A0A7M7FZM2_APIME	725705	Mitochondrial import inner membrane translocase subunit			6467.98	12179.9
A0A7M7FZP2	A0A7M7FZP2_APIME	725793	Centromere/kinetochore protein zw10 homolog			4500.15	4767.46
A0A7M7FZP5	A0A7M7FZP5_APIME	LOC725510	Arrestin domain-containing protein 17				2217.54
A0A7M7FZP9	A0A7M7FZP9_APIME	725854	Large ribosomal subunit protein mL37		19307.4	42809.1	34815.7
A0A7M7FZQ1	A0A7M7FZQ1_APIME	LOC727522	Uncharacterized protein LOC727522			7092.68	74989.5
A0A7M7FZR0	A0A7M7FZR0_APIME	LOC727648	acylaminoacyl-peptidase		57651	110920	327287
A0A7M7FZR2	A0A7M7FZR2_APIME	LOC726291	Rabankyrin-5 isoform X1		13994.3	16460.1	19179.2
A0A7M7FZR7	A0A7M7FZR7_APIME	LOC725960	Neurofilament heavy polypeptide		18134.2	1.3181e+06	74885.1
A0A7M7FZS4	A0A7M7FZS4_APIME	725684	COMM domain-containing protein 10		20234.1	19505.3	15009.3
A0A7M7FZS7	A0A7M7FZS7_APIME	726362	Luciferin 4-monooxygenase isoform X1			19781.1	68794.3
A0A7M7FZT1	A0A7M7FZT1_APIME	LOC726000	28S ribosomal protein S22, mitochondrial		49220.2	110372	108868
A0A7M7FZT2	A0A7M7FZT2_APIME	725740	Uncharacterized protein LOC725740		18194.2	34456	37199.3
A0A7M7FZU5	A0A7M7FZU5_APIME	LOC726042	Cytochrome c oxidase subunit 6A1, mitochondrial	1.16851e+06	807365	1.80229e+06	1.63462e+06
A0A7M7FZV4	A0A7M7FZV4_APIME	725931	Multiple inositol polyphosphate phosphatase 1				25165.3
A0A7M7FZX7	A0A7M7FZX7_APIME	726643	Formin-like protein 14		30946.3	17793.8	
A0A7M7FZY5	A0A7M7FZY5_APIME	726094	Uncharacterized protein LOC726094			33988.8	88588.1
A0A7M7FZY8	A0A7M7FZY8_APIME	726316	Cytochrome b-c1 complex subunit 6			35223.7	
A0A7M7FZZ5	A0A7M7FZZ5_APIME	726308	KxDL motif-containing protein CG10681		6342.82	6782.31	11937.2
A0A7M7FZZ9	A0A7M7FZZ9_APIME	LOC726131	Mitochondrial import inner membrane translocase subunit		33597.2	74573.8	32855.6
A0A7M7G001	A0A7M7G001_APIME	726359	Nonsense-mediated mRNA decay factor SMG8				7122.98
A0A7M7G005	A0A7M7G005_APIME	726353	Uncharacterized protein LOC726353 isoform X1		69422.5	70825.9	
A0A7M7G020	A0A7M7G020_APIME	726833	TOM1-like protein 2 isoform X1		33479	59767.3	32626
A0A7M7G021	A0A7M7G021_APIME	726451	Cuticle protein 16.8		35269.1	14174.6	5870.59
A0A7M7G045	A0A7M7G045_APIME	727008	Probable ATP-dependent RNA helicase DDX46		39725.5	27662	
A0A7M7G050	A0A7M7G050_APIME	LOC726339	Protein ELYS isoform X1		31777.4	32875.8	34511.4
A0A7M7G060	A0A7M7G060_APIME	726733	Cysteine-rich protein 1		31827.1	26941.4	
A0A7M7G070	A0A7M7G070_APIME	726439	Small ribosomal subunit protein uS9		418389	277140	268916
A0A7M7G072	A0A7M7G072_APIME	726782	PEST proteolytic signal-containing nuclear protein		13594.4	14273.5	
A0A7M7G078	A0A7M7G078_APIME	726487	Histone H2B	1.30765e+07	7.79176e+06	9.06022e+06	5.23444e+06
A0A7M7G0A0	A0A7M7G0A0_APIME	LOC726867	ATP-binding cassette sub-family B member 6		13470	31315.7	83275.8
A0A7M7G0A2	A0A7M7G0A2_APIME	LOC726656	Calcium-independent phospholipase A2-gamma isoform X1		22043.3	16818.6	26676.8
A0A7M7G0B9	A0A7M7G0B9_APIME	LOC727050	phosphatidylserine decarboxylase			10469.1	21407.5
A0A7M7G0C0	A0A7M7G0C0_APIME	726747	Cytochrome b-c1 complex subunit 8	1.81185e+06	919310	1.9942e+06	1.79072e+06
A0A7M7G0C7	A0A7M7G0C7_APIME	LOC727027	Cleft lip and palate transmembrane protein 1 homolog		12897.4	32858.3	163510
A0A7M7G0D7	A0A7M7G0D7_APIME	727126	Uncharacterized protein LOC727126		44465	63162.2	5514.74
A0A7M7G0E0	A0A7M7G0E0_APIME	LOC726855	Vegetative cell wall protein gp1			60175.5	338385
A0A7M7G0E1	A0A7M7G0E1_APIME	LOC727234	Cytidine deaminase		24263.6	16445.2	29708.5
A0A7M7G0E9	A0A7M7G0E9_APIME	LOC727277	LETM1 domain-containing protein 1		10830.2	15274.8	16427.1
A0A7M7G0F9	A0A7M7G0F9_APIME	LOC727408	Slit homolog 1 protein isoform X1	227789	304537	184142	211175
A0A7M7G0H9	A0A7M7G0H9_APIME	LOC727174	Nucleolar protein 11		14295	19115.8	5591.72
A0A7M7G0I5	A0A7M7G0I5_APIME	727262	Derlin		86526.3	163180	36534.5
A0A7M7G0I9	A0A7M7G0I9_APIME	409150	Probable enoyl-CoA hydratase, mitochondrial	1.23611e+06	1.1561e+06	1.8018e+06	1.21921e+06
A0A7M7G0K4	A0A7M7G0K4_APIME	727578	Uncharacterized protein LOC727578 isoform X1		155054	55572.7	24062.6
A0A7M7G0R3	A0A7M7G0R3_APIME	724487	28 kDa heat- and acid-stable phosphoprotein		31588.2	55715.9	12279.4
A0A7M7G0V7	A0A7M7G0V7_APIME	724205	Protein AF-9		22375.6	17871.1	
A0A7M7G0W8	A0A7M7G0W8_APIME	725102	Protein dpy-30 homolog		22459.8	15637	3854.95
A0A7M7G139	A0A7M7G139_APIME	726056	Large ribosomal subunit protein eL21		262184	253334	426361
A0A7M7G1E2	A0A7M7G1E2_APIME	724819	Mitotic spindle assembly checkpoint protein MAD1		16396.3	8307.49	
A0A7M7G1F2	A0A7M7G1F2_APIME	724937	Zinc finger CCCH domain-containing protein 14		8501.73	8805.67	
A0A7M7G1H2	A0A7M7G1H2_APIME	LOC725011	Cytochrome c oxidase assembly protein COX18, mitochondrial isoform X1			10646.8	22504.4
A0A7M7G1K4	A0A7M7G1K4_APIME	LOC724308	Serine protease 53		115578	72886.2	928280
A0A7M7G1N6	A0A7M7G1N6_APIME	724386	NPC intracellular cholesterol transporter 2		578840	75536.5	1.23795e+06
A0A7M7G1Q2	A0A7M7G1Q2_APIME	LOC724516	Large ribosomal subunit protein mL50		21652.7	50033.6	27502.9
A0A7M7G1R7	A0A7M7G1R7_APIME	725274	3-hydroxyacyl-CoA dehydrogenase type-2	3.40625e+06	2.94021e+06	3.08788e+06	2.50143e+06
A0A7M7G1S0	A0A7M7G1S0_APIME	LOC725480	Innexin		27348.5	76976.1	32471.2
A0A7M7G1U4	A0A7M7G1U4_APIME	724688	Biogenesis of lysosome-related organelles complex 1 subunit 6		21407.3	20078.8	5157.28
A0A7M7G1U9	A0A7M7G1U9_APIME	724721	Farnesol dehydrogenase	413238	774654	330068	633160
A0A7M7G1W3	A0A7M7G1W3_APIME	724780	G-protein coupled receptor Mth2		20672.7		128430
A0A7M7G236	A0A7M7G236_APIME	LOC725959	Serine/arginine repetitive matrix protein 2 isoform X1		14466	11220.1	
A0A7M7G247	A0A7M7G247_APIME	LOC725047	Nucleolin 1 isoform X1		84697.2	118131	67460.2
A0A7M7G267	A0A7M7G267_APIME	LOC725122	Uncharacterized protein LOC725122 isoform X1		272468	145662	78199.3
A0A7M7G285	A0A7M7G285_APIME	725216	DNA-directed RNA polymerase subunit		14882.1	12966.4	19405.6
A0A7M7G2B2	A0A7M7G2B2_APIME	LOC726314	Protein SCO2 homolog, mitochondrial		8787.04	23174.8	53593.2
A0A7M7G2B7	A0A7M7G2B7_APIME	725401	U6 snRNA-associated Sm-like protein LSm3		36502.7	13804.4	12924.9
A0A7M7G2H3	A0A7M7G2H3_APIME	726571	acid phosphatase		23939.7	262162	254743
A0A7M7G2H4	A0A7M7G2H4_APIME	725747	Biogenesis of lysosome-related organelles complex 1 subunit 7		8760.88	11765.1	9851.86
A0A7M7G2K2	A0A7M7G2K2_APIME	726731	Small ribosomal subunit protein mS26		17535.4	24622.3	42809.2
A0A7M7G2K6	A0A7M7G2K6_APIME	LOC725889	Uncharacterized protein LOC725889		3409.16	5890.26	
A0A7M7G2N3	A0A7M7G2N3_APIME	726870	Zinc finger CCHC domain-containing protein 8 homolog		20455.8	20669.5	
A0A7M7G2Q5	A0A7M7G2Q5_APIME	726995	Endocuticle structural glycoprotein ABD-4 isoform X1		219351	32967.1	
A0A7M7G2T3	A0A7M7G2T3_APIME	LOC727135	Uncharacterized protein LOC727135		32412.6	29911.7	26388.2
A0A7M7G2W6	A0A7M7G2W6_APIME	727275	DNA sliding clamp PCNA		29469.4	20353.5	24282.1
A0A7M7G2X8	A0A7M7G2X8_APIME	727392	Endocuticle structural glycoprotein SgAbd-2 isoform X1		187431	6531.14	
A0A7M7G2Y8	A0A7M7G2Y8_APIME	727486	BAG domain-containing protein Samui isoform X1		370027	145366	44097.8
A0A7M7G2Z1	A0A7M7G2Z1_APIME	726498	Mitochondrial import inner membrane translocase subunit		323150	306715	207171
A0A7M7G311	A0A7M7G311_APIME	LOC726611	Uncharacterized protein LOC726611			17805.8	6557.42
A0A7M7G330	A0A7M7G330_APIME	LOC726723	Neogenin isoform X1		13966.8		13608.2
A0A7M7G338	A0A7M7G338_APIME	726754	Kynurenine formamidase		9808.72	29987.6	16127.5
A0A7M7G381	A0A7M7G381_APIME	726981	Circadian clock-controlled protein		41806.5		
A0A7M7G392	A0A7M7G392_APIME	LOC727122	Methyltransferase-like protein 17, mitochondrial			7110.39	15249.1
A0A7M7G3B2	A0A7M7G3B2_APIME	727266	Uncharacterized protein LOC727266		11872.3	41254.4	4085.94
A0A7M7G3E2	A0A7M7G3E2_APIME	LOC727471	NAD(P)H-hydrate epimerase		25543.8	18797.4	19932.2
A0A7M7G3F2	A0A7M7G3F2_APIME	727599	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial		80413.4	204222	213268
A0A7M7G6U3	A0A7M7G6U3_APIME	724142	Large ribosomal subunit protein eL24		135250	154868	81198.8
A0A7M7G6V6	A0A7M7G6V6_APIME	724188	Protein transport protein Sec61 subunit beta		394905	431293	52434.6
A0A7M7G6Z8	A0A7M7G6Z8_APIME	724212	60 kDa SS-A/Ro ribonucleoprotein		26625.4	32338.1	28515
A0A7M7G707	A0A7M7G707_APIME	724451	Sulfhydryl oxidase			15867.8	18728.2
A0A7M7G714	A0A7M7G714_APIME	724247	rRNA methyltransferase 3, mitochondrial		25076.7	37701.8	21884.5
A0A7M7G726	A0A7M7G726_APIME	724280	Synaptic plasticity regulator PANTS		16360.3	32073	36695.7
A0A7M7G737	A0A7M7G737_APIME	724449	Protein lethal(2)essential for life		619012	210278	1.34808e+06
A0A7M7G772	A0A7M7G772_APIME	724399	dolichyl-P-Man:Man5GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase		7003.6	10141.5	11116.7
A0A7M7G7A1	A0A7M7G7A1_APIME	725884	Large ribosomal subunit protein P2		484568	188081	1.06519e+06
A0A7M7G7B3	A0A7M7G7B3_APIME	726221	Transmembrane protein 14C		68096.2	61307.9	96672.3
A0A7M7G7E0	A0A7M7G7E0_APIME	724585	Uncharacterized protein LOC724585		7667.85	4394.82	
A0A7M7G7F0	A0A7M7G7F0_APIME	725943	Ubiquitin-ribosomal protein eL40 fusion protein		178600	147493	342207
A0A7M7G7H5	A0A7M7G7H5_APIME	724708	Large ribosomal subunit protein uL23m		26786.5	41494.5	21828.5
A0A7M7G7I7	A0A7M7G7I7_APIME	724741	Lipase maturation factor		16542.8	56717.7	209149
A0A7M7G7K0	A0A7M7G7K0_APIME	724768	Uncharacterized protein LOC724768			55800.7	818408
A0A7M7G7L5	A0A7M7G7L5_APIME	724790	39S ribosomal protein L41, mitochondrial		24471.4	29947.9	38828.8
A0A7M7G7M5	A0A7M7G7M5_APIME	LOC724827	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7		560454	1.00214e+06	517758
A0A7M7G7P2	A0A7M7G7P2_APIME	726850	Cytochrome b5		30473.1	20385.8	12277.9
A0A7M7G7S3	A0A7M7G7S3_APIME	LOC724985	Torsin-1A		40840.8	33623.2	83636.7
A0A7M7G7W8	A0A7M7G7W8_APIME	725138	Copper transport protein ATOX1		1206.07		10640.2
A0A7M7G7Z6	A0A7M7G7Z6_APIME	726894	Membrane magnesium transporter		35431.8	93878.5	141412
A0A7M7G830	A0A7M7G830_APIME	LOC725494	Myoneurin		23863.5	18040.5	12316.4
A0A7M7G844	A0A7M7G844_APIME	725540	Uncharacterized protein LOC725540		31670.9		
A0A7M7G858	A0A7M7G858_APIME	LOC725661	Uncharacterized protein LOC725661		158112	583549	691471
A0A7M7G867	A0A7M7G867_APIME	LOC725760	Tetraspanin			46837.4	1.67037e+06
A0A7M7G885	A0A7M7G885_APIME	725855	Ragulator complex protein LAMTOR3-A		178427	140160	57389.4
A0A7M7G893	A0A7M7G893_APIME	725904	Trafficking protein particle complex subunit 6B		8164.41	13163.6	13936.5
A0A7M7G8A2	A0A7M7G8A2_APIME	725961	Protein MIX23		24165.6	44959.5	36892.2
A0A7M7G8I4	A0A7M7G8I4_APIME	102656311	Uncharacterized protein LOC102656311		79767.2	85400.1	14810.7
A0A7M7G8M1	A0A7M7G8M1_APIME	726463	Inositol-1-monophosphatase			14395.9	170789
A0A7M7G8N3	A0A7M7G8N3_APIME	726513	ATP-binding cassette sub-family G member 5		30491.1	38460.4	8999.81
A0A7M7G8P2	A0A7M7G8P2_APIME	726579	Lipid scramblase CLPTM1L			21964.4	39195.7
A0A7M7G8Q3	A0A7M7G8Q3_APIME	726637	Ubiquitin-like modifier-activating enzyme ATG7			8617.34	14781.2
A0A7M7G8R5	A0A7M7G8R5_APIME	LOC726679	Protein FAM98B		4238.92	3489.87	
A0A7M7G8T6	A0A7M7G8T6_APIME	LOC726783	Vitellogenin		25849.6		
A0A7M7G8U3	A0A7M7G8U3_APIME	726815	Phosphatidylinositol-glycan biosynthesis class W protein			27925.2	91934.4
A0A7M7G8V2	A0A7M7G8V2_APIME	LOC413814	Transcription elongation factor SPT5		21851.9	21016.6	17739.9
A0A7M7G8W4	A0A7M7G8W4_APIME	LOC100577145	Sulfide:quinone oxidoreductase, mitochondrial	284076	157265	619034	220996
A0A7M7G8X4	A0A7M7G8X4_APIME	100577451	Glycolipid transfer protein				8163.31
A0A7M7G8Y9	A0A7M7G8Y9_APIME	LOC727074	Signal peptidase complex subunit 3		44056.6	34959.8	107946
A0A7M7G8Z8	A0A7M7G8Z8_APIME	LOC409954	thioredoxin-dependent peroxiredoxin	908674	1.03512e+06	1.1462e+06	991807
A0A7M7G907	A0A7M7G907_APIME	410103	Partner of Y14 and mago		116269	133597	18779.1
A0A7M7G911	A0A7M7G911_APIME	LOC727243	Uncharacterized protein LOC727243	311152	140213	28523.1	654160
A0A7M7G919	A0A7M7G919_APIME	100578006	Inorganic pyrophosphatase		272357	334524	336433
A0A7M7G931	A0A7M7G931_APIME	LOC727415	Protein-associating with the carboxyl-terminal domain of ezrin isoform X1		7177.41	13369	
A0A7M7G939	A0A7M7G939_APIME	LOC727515	Mitochondrial import inner membrane translocase subunit Tim29		4974.35	21535.5	54138.3
A0A7M7G948	A0A7M7G948_APIME	LOC408407	Translation machinery-associated protein 7 homolog		83986.5	60549.2	7618.43
A0A7M7G954	A0A7M7G954_APIME	412342	Cyclin-Q		32593.3	47645.9	45935.9
A0A7M7G965	A0A7M7G965_APIME	LOC725378	Nucleolar GTP-binding protein 2		12315.6	4552.98	10695.1
A0A7M7G9D4	A0A7M7G9D4_APIME	LOC725926	Collagen alpha-1(IV) chain isoform X1		871862	852402	86314.3
A0A7M7G9E0	A0A7M7G9E0_APIME	100578090	Uncharacterized protein LOC100578090				17406.7
A0A7M7G9G5	A0A7M7G9G5_APIME	551824	RNA helicase		31626.3	42331.3	51685.7
A0A7M7G9H1	A0A7M7G9H1_APIME	LOC100577000	Eukaryotic translation elongation factor 1 epsilon-1		31982.9	15827.1	18864.1
A0A7M7G9I3	A0A7M7G9I3_APIME	LOC552225	Regulator of nonsense transcripts 3B		14231.8	10713.9	6294.39
A0A7M7G9K9	A0A7M7G9K9_APIME	725253	MICOS complex subunit MIC13		42068.1	143433	84186.4
A0A7M7G9L5	A0A7M7G9L5_APIME	LOC100578215	Polypeptide N-acetylgalactosaminyltransferase				32854.1
A0A7M7G9N5	A0A7M7G9N5_APIME	LOC100577081	Dihydroorotate dehydrogenase (quinone), mitochondrial		75247.9	156301	212867
A0A7M7G9R4	A0A7M7G9R4_APIME	LOC100578600	Uncharacterized protein LOC100578600		16047.8	18144.5	
A0A7M7G9R9	A0A7M7G9R9_APIME	LOC100577504	Uncharacterized protein LOC100577504		64458.8	205785	26332.2
A0A7M7G9S8	A0A7M7G9S8_APIME	100576960	DNA polymerase subunit gamma-2, mitochondrial		12764.5	16221.7	28054.9
A0A7M7G9S9	A0A7M7G9S9_APIME	552686	Breast cancer metastasis-suppressor 1-like protein isoform X1		5137.92	10697.8	
A0A7M7G9T4	A0A7M7G9T4_APIME	LOC100577300	Surfeit locus protein 6 homolog		22579.8	27566.1	
A0A7M7G9T5	A0A7M7G9T5_APIME	100578100	Uncharacterized protein LOC100578100			2856.93	30580.3
A0A7M7G9T8	A0A7M7G9T8_APIME	410013	Calexcitin-2		43622.2	5396.81	15082.7
A0A7M7G9U2	A0A7M7G9U2_APIME	552084	coproporphyrinogen oxidase		34918.9	123762	128555
A0A7M7G9V0	A0A7M7G9V0_APIME	100576467	Sex-regulated protein janus-A		86467.1	45558.8	69230.1
A0A7M7G9W6	A0A7M7G9W6_APIME	727071	Acylglycerol kinase, mitochondrial		20999.1	107842	172221
A0A7M7G9X1	A0A7M7G9X1_APIME	100577982	Complex I assembly factor TIMMDC1, mitochondrial		14023.6	53782.2	111051
A0A7M7G9Y0	A0A7M7G9Y0_APIME	100578624	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial		102388	149625	192499
A0A7M7G9Y8	A0A7M7G9Y8_APIME	100577844	Uncharacterized protein LOC100577844 isoform X1		33086.9	20270.6	
A0A7M7G9Z0	A0A7M7G9Z0_APIME	726205	Inosine triphosphate pyrophosphatase		80843	57949.1	39719.4
A0A7M7G9Z3	A0A7M7G9Z3_APIME	724366	small monomeric GTPase		50841.6	31906.8	29515.3
A0A7M7GA00	A0A7M7GA00_APIME	409370	Brefeldin A-inhibited guanine nucleotide-exchange protein 1		25076.1	23495	25226.9
A0A7M7GA01	A0A7M7GA01_APIME	LOC100577229	Pro-resilin isoform X1		798411	254283	
A0A7M7GA19	A0A7M7GA19_APIME	726268	Uncharacterized protein LOC726268		47033.9		
A0A7M7GA24	A0A7M7GA24_APIME	LOC410635	Fumarylacetoacetate hydrolase domain-containing protein 2A isoform X1	889945	631720	1.24139e+06	1.31281e+06
A0A7M7GA26	A0A7M7GA26_APIME	LOC100578235	DNA-directed RNA polymerase subunit		2933.76	7929.67	
A0A7M7GA31	A0A7M7GA31_APIME	727309	Glutaredoxin-2, mitochondrial		123485	85516.6	122324
A0A7M7GA32	A0A7M7GA32_APIME	100577682	Uncharacterized protein LOC100577682		6360.44	10684.5	
A0A7M7GA47	A0A7M7GA47_APIME	LOC100578121	Uncharacterized protein LOC100578121 isoform X1		59678.5	60017	47651.9
A0A7M7GA51	A0A7M7GA51_APIME	LOC100578769	Uncharacterized protein LOC100578769		20188.8	15130.9	18662.3
A0A7M7GA54	A0A7M7GA54_APIME	100576174	Uncharacterized protein LOC100576174		24204.6	11233.3	14681.2
A0A7M7GA59	A0A7M7GA59_APIME	100576866	Elongator complex protein 3		12314.9	12794	22923.6
A0A7M7GA68	A0A7M7GA68_APIME	LOC100576610	ribonuclease P			6351.61	17874.2
A0A7M7GA73	A0A7M7GA73_APIME	LOC724924	Protein FAM117B isoform X1		25056.5	23296.5	
A0A7M7GA78	A0A7M7GA78_APIME	100577341	Uncharacterized protein LOC100577341		4257.27	9875.86	2807.95
A0A7M7GA79	A0A7M7GA79_APIME	408841	Voltage-dependent calcium channel subunit alpha-2/delta-3 isoform X1		39697.3	7510.84	
A0A7M7GA96	A0A7M7GA96_APIME	LOC100579047	Adult-specific cuticular protein ACP-22		26470.2	7089.9	4668.28
A0A7M7GAA0	A0A7M7GAA0_APIME	LOC100576544	Arginine-hydroxylase NDUFAF5, mitochondrial isoform X1		13968.8	17398.2	21467.2
A0A7M7GAA5	A0A7M7GAA5_APIME	412864	FUN14 domain-containing protein 1 isoform X1		208866	330302	166322
A0A7M7GAC4	A0A7M7GAC4_APIME	411068	Kinesin-like protein KIF21A isoform X4		11280.2	6028.46	3900.65
A0A7M7GAD5	A0A7M7GAD5_APIME	412266	60S ribosomal protein L27		77338.9	195640	282307
A0A7M7GAF2	A0A7M7GAF2_APIME	410130	PRA1 family protein	256461	248883	342413	337851
A0A7M7GAG1	A0A7M7GAG1_APIME	100576784	High mobility group B protein 6		2406	2425.89	
A0A7M7GAH4	A0A7M7GAH4_APIME	100577140	UDP-glucuronosyltransferase 2B19		21087.3	27297.8	34592.1
A0A7M7GAI2	A0A7M7GAI2_APIME	LOC552482	Protoporphyrinogen oxidase		86891.4	185796	158058
A0A7M7GAI3	A0A7M7GAI3_APIME	412478	Nuclear inhibitor of protein phosphatase 1		1837.28	3609.72	
A0A7M7GAJ0	A0A7M7GAJ0_APIME	LOC552536	Adipocyte plasma membrane-associated protein	439284	545427	422020	651208
A0A7M7GAJ6	A0A7M7GAJ6_APIME	100576908	Polycomb protein Asx isoform X1		5876.2	3733.93	
A0A7M7GAK0	A0A7M7GAK0_APIME	550885	Nicotinate phosphoribosyltransferase		30053.1	97745.6	138094
A0A7M7GAK3	A0A7M7GAK3_APIME	LOC100578888	Zinc finger protein 808		7809.23	7803.62	6104.2
A0A7M7GAL1	A0A7M7GAL1_APIME	LOC411483	E3 UFM1-protein ligase 1 homolog		53408.4	45190.7	46260.8
A0A7M7GAL3	A0A7M7GAL3_APIME	409451	Thioredoxin		492383	488609	318210
A0A7M7GAL8	A0A7M7GAL8_APIME	LOC411915	mitogen-activated protein kinase		11303.8	20027	16335.3
A0A7M7GAM3	A0A7M7GAM3_APIME	413046	Sarcolemmal membrane-associated protein		15985.5	13056.9	9992.12
A0A7M7GAM7	A0A7M7GAM7_APIME	551667	Glyoxylate reductase/hydroxypyruvate reductase		16073.7	21104.8	55208.4
A0A7M7GAM8	A0A7M7GAM8_APIME	100578927	Transcriptional repressor protein YY1 isoform X1		4952.04	3992.36	8254.13
A0A7M7GAN7	A0A7M7GAN7_APIME	100578852	Ribonucleases P/MRP protein subunit POP1		110813	105926	
A0A7M7GAN8	A0A7M7GAN8_APIME	412666	Serine/threonine-protein phosphatase PGAM5, mitochondrial		13927.2	16214.3	21902.8
A0A7M7GAN9	A0A7M7GAN9_APIME	100577699	5-formyltetrahydrofolate cyclo-ligase		16504.8	17954.3	16891.5
A0A7M7GAP5	A0A7M7GAP5_APIME	100576258	Uncharacterized protein LOC100576258		8090.67	12806.4	
A0A7M7GAQ0	A0A7M7GAQ0_APIME	726689	Prefoldin subunit 1		128437	140959	68021.9
A0A7M7GAQ2	A0A7M7GAQ2_APIME	410165	RNA-binding protein Nova-1 isoform X1		152475	153663	37720.9
A0A7M7GAR3	A0A7M7GAR3_APIME	410744	Glucose dehydrogenase [FAD, quinone]			4350.27	
A0A7M7GAR6	A0A7M7GAR6_APIME	412268	Transcription initiation factor IIA subunit 1		2602.61	7669.65	3510.2
A0A7M7GAS3	A0A7M7GAS3_APIME	100578731	Uncharacterized protein LOC100578731			9219.87	14627.9
A0A7M7GAT0	A0A7M7GAT0_APIME	LOC100576742	Integrin beta				26281
A0A7M7GAT1	A0A7M7GAT1_APIME	726072	Defense protein 3		14553	1834.06	
A0A7M7GAT6	A0A7M7GAT6_APIME	411091	RNA-binding protein 34		57294.9	59253.9	37417.8
A0A7M7GAV7	A0A7M7GAV7_APIME	100578879	Protein CASC3		371751	474617	215796
