id,mz,mz_range:min,mz_range:max,rt,rt_range:min,rt_range:max,area,height,intensity_range:min,intensity_range:max,charge,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,molecular_networking:net_cluster_id,molecular_networking:net_community_id,molecular_networking:edges,molecular_networking:net_cluster_size,molecular_networking:net_community_size,ion_identities:iin_id,ion_identities:ion_identities,ion_identities:list_size,ion_identities:neutral_mass,ion_identities:partner_row_ids,ion_identities:iin_relationship,ion_identities:consensus_formulas,ion_identities:simple_formulas,preferred_annotation:compound_name,preferred_annotation:mol_formula,preferred_annotation:adduct,preferred_annotation:score,preferred_annotation:precursor_mz,preferred_annotation:annotation_method,preferred_annotation:n_matching_signals,preferred_annotation:explained_intensity_percent,preferred_annotation:smiles,preferred_annotation:inchi,preferred_annotation:mz_diff,preferred_annotation:mz_diff_ppm,preferred_annotation:neutral_mass,preferred_annotation:rt_absolute_error,preferred_annotation:comment,preferred_annotation:classyfire_class,preferred_annotation:ccs,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:similarity_score,spectral_db_matches:n_matching_signals,spectral_db_matches:explained_intensity_percent,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:inchi,spectral_db_matches:classyfire_class,spectral_db_matches:neutral_mass,spectral_db_matches:precursor_mz,spectral_db_matches:mz_diff,spectral_db_matches:mz_diff_ppm,spectral_db_matches:rt_absolute_error,spectral_db_matches:ccs,spectral_db_matches:comment,lipid_annotations:lipid_annotations,lipid_annotations:ion_adduct,lipid_annotations:mol_formula,lipid_annotations:mz_diff_ppm,lipid_annotations:explained_intensity_percent,feature_group,datafile:Crop_P1-E-1_1_14971.d:feature_state,datafile:Crop_P1-E-1_1_14971.d:mz,datafile:Crop_P1-E-1_1_14971.d:mz_range:min,datafile:Crop_P1-E-1_1_14971.d:mz_range:max,datafile:Crop_P1-E-1_1_14971.d:rt,datafile:Crop_P1-E-1_1_14971.d:rt_range:min,datafile:Crop_P1-E-1_1_14971.d:rt_range:max,datafile:Crop_P1-E-1_1_14971.d:fwhm,datafile:Crop_P1-E-1_1_14971.d:area,datafile:Crop_P1-E-1_1_14971.d:height,datafile:Crop_P1-E-1_1_14971.d:intensity_range:min,datafile:Crop_P1-E-1_1_14971.d:intensity_range:max,datafile:Crop_P1-E-1_1_14971.d:charge,datafile:Crop_P1-E-1_1_14971.d:fragment_scans,datafile:Crop_P1-E-1_1_14971.d:isotopes,datafile:Crop_P1-E-1_1_14971.d:tailing_factor,datafile:Crop_P1-E-1_1_14971.d:asymmetry_factor,datafile:Crop_P1-E-1_1_14971.d:msms_info,datafile:Crop_P1-E-1_1_14971.d:rt_ms2_apex_distance,datafile:Hind_P1-E-3_1_14973.d:feature_state,datafile:Hind_P1-E-3_1_14973.d:mz,datafile:Hind_P1-E-3_1_14973.d:mz_range:min,datafile:Hind_P1-E-3_1_14973.d:mz_range:max,datafile:Hind_P1-E-3_1_14973.d:rt,datafile:Hind_P1-E-3_1_14973.d:rt_range:min,datafile:Hind_P1-E-3_1_14973.d:rt_range:max,datafile:Hind_P1-E-3_1_14973.d:fwhm,datafile:Hind_P1-E-3_1_14973.d:area,datafile:Hind_P1-E-3_1_14973.d:height,datafile:Hind_P1-E-3_1_14973.d:intensity_range:min,datafile:Hind_P1-E-3_1_14973.d:intensity_range:max,datafile:Hind_P1-E-3_1_14973.d:charge,datafile:Hind_P1-E-3_1_14973.d:fragment_scans,datafile:Hind_P1-E-3_1_14973.d:isotopes,datafile:Hind_P1-E-3_1_14973.d:tailing_factor,datafile:Hind_P1-E-3_1_14973.d:asymmetry_factor,datafile:Hind_P1-E-3_1_14973.d:msms_info,datafile:Hind_P1-E-3_1_14973.d:rt_ms2_apex_distance,datafile:Mid_P1-E-2_1_14972.d:feature_state,datafile:Mid_P1-E-2_1_14972.d:mz,datafile:Mid_P1-E-2_1_14972.d:mz_range:min,datafile:Mid_P1-E-2_1_14972.d:mz_range:max,datafile:Mid_P1-E-2_1_14972.d:rt,datafile:Mid_P1-E-2_1_14972.d:rt_range:min,datafile:Mid_P1-E-2_1_14972.d:rt_range:max,datafile:Mid_P1-E-2_1_14972.d:fwhm,datafile:Mid_P1-E-2_1_14972.d:area,datafile:Mid_P1-E-2_1_14972.d:height,datafile:Mid_P1-E-2_1_14972.d:intensity_range:min,datafile:Mid_P1-E-2_1_14972.d:intensity_range:max,datafile:Mid_P1-E-2_1_14972.d:charge,datafile:Mid_P1-E-2_1_14972.d:fragment_scans,datafile:Mid_P1-E-2_1_14972.d:isotopes,datafile:Mid_P1-E-2_1_14972.d:tailing_factor,datafile:Mid_P1-E-2_1_14972.d:asymmetry_factor,datafile:Mid_P1-E-2_1_14972.d:msms_info,datafile:Mid_P1-E-2_1_14972.d:rt_ms2_apex_distance
363,1067.28601,1067.26492,1067.30284,0.3238,0.3006,0.3688,6.27E1,2.45E3,3.79E2,2.45E3,1,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,ESTIMATED,1067.28732,1067.26492,1067.29275,0.315,0.3068,0.3239,0.0171,1.507E1,1.565E3,3.79E2,1.565E3,,,,1.0417,1.0833,0,,DETECTED,1067.28437,1067.27573,1067.30284,0.3239,0.3006,0.3507,0.0301,6.27E1,2.158E3,7.898E2,2.158E3,1,,13,1.0739,1.1479,0,,ESTIMATED,1067.28634,1067.26717,1067.30221,0.3325,0.3236,0.3688,0.0181,5.228E1,2.45E3,5.42E2,2.45E3,,,,2.5427,4.0853,0,
408,1282.72239,1282.71226,1282.75904,0.3416,0.3236,0.3688,6.047E1,2.644E3,1.04E2,2.644E3,,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,1282.73095,1282.71296,1282.75904,0.3417,0.3239,0.3597,0.0168,4.6E1,2.643E3,4.55E2,2.643E3,,,,1.0053,1.0106,0,,ESTIMATED,1282.71226,1282.71226,1282.73369,0.3507,0.3417,0.3601,0.0184,9.556E-1,1.04E2,1.04E2,1.04E2,,,,1.0147,1.0293,0,,ESTIMATED,1282.72396,1282.71446,1282.74822,0.3325,0.3236,0.3688,0.042,6.047E1,2.644E3,1.92E2,2.644E3,,,,2.5427,3.0413,0,
469,1160.76486,1160.73954,1160.78329,0.3268,0.3006,0.3594,1.533E2,4.188E3,1.132E3,4.188E3,1,0,0.4,2,0,0.981,0.35,0.0004,0.0095,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,1160.77837,1160.76276,1160.77917,0.3328,0.3239,0.3417,0.0178,4.237E1,4.188E3,1.132E3,4.188E3,,,,1.0018,1.0036,0,,ESTIMATED,1160.75365,1160.73971,1160.76375,0.3239,0.3006,0.3417,0.0256,1.155E2,3.792E3,1.61E3,3.792E3,,,,0.88,0.76,0,,DETECTED,1160.76256,1160.73954,1160.78329,0.3236,0.3008,0.3594,0.0391,1.533E2,4.112E3,1.181E3,4.112E3,1,,25,1.2836,1.5672,0,
483,808.83182,808.82123,808.85123,0.3297,0.3008,0.3976,1.699E2,4.269E3,2E2,4.269E3,1,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,ESTIMATED,808.83424,808.82123,808.84609,0.3239,0.301,0.3506,0.0408,9.328E1,2.847E3,1.15E3,2.847E3,,,,1.0838,1.1677,0,,ESTIMATED,808.82715,808.82242,808.83611,0.3328,0.315,0.3789,0.0484,1.582E2,4.269E3,2E2,4.269E3,,,,1.7968,2.0484,0,,DETECTED,808.83407,808.82495,808.85123,0.3325,0.3008,0.3976,0.0984,1.699E2,3.16E3,3.985E2,3.16E3,1,,3,1.5267,1.8745,0,
502,1116.76689,1116.74591,1116.78293,0.318,0.3006,0.3976,1.855E2,5.517E3,8.097E1,5.517E3,1,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,1116.77772,1116.76294,1116.781,0.315,0.3068,0.3239,0.0171,3.415E1,3.174E3,1.704E3,3.174E3,,,,1.0417,1.0833,0,,ESTIMATED,1116.76,1116.74591,1116.76782,0.3064,0.3006,0.3328,0.0166,8.446E1,3.977E3,8.38E2,3.977E3,,,,2.78,4.5599,0,,DETECTED,1116.76294,1116.74636,1116.78293,0.3325,0.3008,0.3976,0.0388,1.855E2,5.517E3,8.097E1,5.517E3,1,,14,1.5084,1.2839,0,
503,1136.75057,1136.72834,1136.76925,0.3269,0.3006,0.3976,1.475E2,3.028E3,3.376E2,3.028E3,1,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,ESTIMATED,1136.75565,1136.74637,1136.764,0.3417,0.3328,0.3597,0.0538,4.188E1,2.459E3,2.215E3,2.459E3,,,,1.5088,2.0175,0,,ESTIMATED,1136.74865,1136.7349,1136.76021,0.3064,0.3006,0.315,0.0144,2.973E1,2.759E3,1.344E3,2.759E3,,,,1.246,1.4919,0,,DETECTED,1136.74743,1136.72834,1136.76925,0.3325,0.3008,0.3976,0.0503,1.475E2,3.028E3,3.376E2,3.028E3,1,,17,1.5267,1.8491,0,
518,583.87815,583.8651,583.88821,0.3327,0.3006,0.6773,3.004E2,3.555E3,8.88E1,3.555E3,1,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,ESTIMATED,583.88387,583.8651,583.88812,0.315,0.3068,0.3239,0.0171,2.792E1,2.73E3,5.15E2,2.73E3,,,,1.0417,1.0833,0,,DETECTED,583.87668,583.86594,583.88821,0.3328,0.3006,0.6773,0.0956,3.004E2,2.575E3,8.88E1,2.575E3,1,,4,5.1689,8.6138,0,,ESTIMATED,583.87389,583.86639,583.88508,0.3503,0.3066,0.3594,0.0171,9.083E1,3.555E3,5.48E2,3.555E3,,,,0.6032,0.2065,0,
571,430.92672,430.91725,430.93353,0.3238,0.3006,0.4657,2.721E2,3.962E3,8.115E2,3.962E3,,0,0.4,2,0,0.788,5.11,0.0022,0.0181,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,ESTIMATED,430.93098,430.92804,430.93353,0.3328,0.3068,0.3506,0.0357,1.052E2,3.075E3,1.391E3,3.075E3,,,,0.8429,0.6858,0,,DETECTED,430.92432,430.91725,430.92904,0.3239,0.3006,0.4657,0.0468,2.721E2,3.394E3,8.115E2,3.394E3,,,,3.536,6.0719,0,,ESTIMATED,430.92486,430.92065,430.92578,0.3147,0.3066,0.3236,0.017,3.722E1,3.962E3,8.72E2,3.962E3,,,,1.0522,1.1043,0,
575,1270.74658,1270.71596,1270.76191,0.324,0.3006,0.3981,1.538E2,5.229E3,2.065E2,5.229E3,1,0,0.4,2,1,0.717,6.04,0.00767,0.0003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,1270.75745,1270.74253,1270.76191,0.3068,0.301,0.3239,0.0141,6.321E1,5.229E3,8.97E2,5.229E3,,,,1.979,2.9579,0,,DETECTED,1270.73869,1270.71596,1270.75942,0.3328,0.3006,0.3981,0.0282,1.538E2,4.486E3,2.065E2,4.486E3,1,,7,1.3544,2.2086,0,,ESTIMATED,1270.74358,1270.72314,1270.75665,0.3325,0.3066,0.3594,0.039,1.064E2,3.305E3,3.87E2,3.305E3,,,,1.0187,0.697,0,
628,1235.41916,1235.39753,1235.44396,0.3327,0.3066,0.3594,7.304E1,3.316E3,1.48E2,3.316E3,,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,1235.42798,1235.40252,1235.43729,0.3328,0.3068,0.3506,0.023,7.1E1,3.026E3,2.9E2,3.026E3,,,,0.8429,0.6858,0,,ESTIMATED,1235.41027,1235.40252,1235.44383,0.3328,0.315,0.3507,0.0203,3.862E1,1.895E3,1.48E2,1.895E3,,,,1.0041,1.0083,0,,ESTIMATED,1235.41924,1235.39753,1235.44396,0.3325,0.3066,0.3594,0.0141,7.304E1,3.316E3,4.56E2,3.316E3,,,,1.0187,1.4421,0,
694,944.81648,944.80714,944.83512,0.3297,0.301,0.3879,1.207E2,2.646E3,1.3E2,2.646E3,1,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DETECTED,944.82071,944.80714,944.83207,0.3417,0.301,0.3879,0.0417,1.207E2,2.646E3,4.899E2,2.646E3,1,,10,1.0672,1.0296,2,,ESTIMATED,944.81211,944.80806,944.82388,0.315,0.3064,0.3328,0.0167,1.686E1,1.149E3,5.08E2,1.149E3,,,,1.5282,2.0564,0,,ESTIMATED,944.81662,944.80949,944.83512,0.3325,0.3147,0.3414,0.0157,2.459E1,1.857E3,1.3E2,1.857E3,,,,0.7497,0.4994,0,
704,1010.77567,1010.75826,1010.7869,0.3506,0.3325,0.3784,4.454E1,3.49E3,2.02E2,3.49E3,,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,1010.76984,1010.75826,1010.77807,0.3506,0.3328,0.3784,0.0293,4.454E1,1.846E3,3.28E2,1.846E3,,,,1.2783,1.5565,0,,ESTIMATED,1010.7869,1010.7727,1010.7869,0.3417,0.3328,0.3507,0.0179,3.128E1,3.49E3,3.49E3,3.49E3,,,,1.0104,1.0208,0,,ESTIMATED,1010.77028,1010.75958,1010.7825,0.3594,0.3325,0.3688,0.0286,3.441E1,1.284E3,2.02E2,1.284E3,,,,0.6763,0.3525,0,
705,1056.78036,1056.76187,1056.80085,0.3211,0.3008,0.3785,1.477E2,4.069E3,3.22E2,4.069E3,,0,0.2,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,1056.79388,1056.78116,1056.79488,0.3068,0.301,0.3239,0.0193,5.362E1,3.403E3,2.367E3,3.403E3,,,,1.979,2.9579,0,,ESTIMATED,1056.76873,1056.76219,1056.78797,0.3239,0.3064,0.3601,0.4141,1.205E2,3.49E3,9.7E2,3.49E3,,,,1.5289,2.0579,0,,ESTIMATED,1056.77847,1056.76187,1056.80085,0.3325,0.3008,0.3785,0.0414,1.477E2,4.069E3,3.22E2,4.069E3,,,,1.0951,1.114,0,
706,1012.79682,1012.78474,1012.80947,0.3357,0.3147,0.3688,7.677E1,2.892E3,3.599E2,2.892E3,1,0,0.4,2,0,0.778,4.74,0.0048,0.0006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DETECTED,1012.79466,1012.78474,1012.80434,0.3417,0.315,0.3688,0.0335,7.677E1,2.752E3,3.599E2,2.752E3,1,,5,1.0064,0.6908,0,,ESTIMATED,1012.79431,1012.78766,1012.80865,0.3417,0.3239,0.3507,0.0208,4.023E1,2.311E3,1.435E3,2.311E3,,,,0.7552,0.5103,0,,ESTIMATED,1012.80149,1012.79131,1012.80947,0.3236,0.3147,0.3414,0.0303,5.206E1,2.892E3,4.53E2,2.892E3,,,,1.4971,1.9941,0,
716,1118.75956,1118.74039,1118.77915,0.3357,0.3064,0.3784,8.57E1,4.439E3,5.46E2,4.439E3,,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,1118.76897,1118.75161,1118.77915,0.3417,0.3328,0.3784,0.0192,7.654E1,4.268E3,5.97E2,4.268E3,,,,2.553,4.052,0,,ESTIMATED,1118.75338,1118.74262,1118.76274,0.3239,0.3064,0.3328,0.0276,4.243E1,2.334E3,5.46E2,2.334E3,,,,0.7528,0.5055,0,,ESTIMATED,1118.75632,1118.74039,1118.77586,0.3414,0.3066,0.3503,0.0542,8.57E1,4.439E3,1.234E3,4.439E3,,,,0.6285,0.2569,0,
745,578.86706,578.86133,578.88367,0.3386,0.3008,0.4949,3.748E2,4.936E3,6.72E2,4.936E3,1,0,0.2,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DETECTED,578.87243,578.86683,578.8785,0.3506,0.301,0.4949,0.0664,3.748E2,4.651E3,8.047E2,4.651E3,1,,10,1.9533,5.3426,2,,ESTIMATED,578.86367,578.86229,578.86506,0.3328,0.3064,0.3417,0.0588,1.28E2,4.936E3,8E2,4.936E3,,,,0.6679,0.3357,0,,ESTIMATED,578.8651,578.86133,578.88367,0.3325,0.3008,0.3503,0.0316,1.195E2,4.141E3,6.72E2,4.141E3,,,,0.7812,0.3014,0,
746,582.87843,582.87059,582.89179,0.3446,0.3008,0.6194,1.606E3,1.552E4,1.638E2,1.552E4,1,11,0.667,2,3,1,14.83,0.00864,0.0093,0,33,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,DETECTED,582.88392,582.87901,582.89179,0.3506,0.301,0.6111,0.0743,1.45E3,1.366E4,6.694E2,1.366E4,1,6,4,3.0982,5.07,6,0.0128,ESTIMATED,582.87608,582.87491,582.88392,0.3417,0.315,0.3692,0.0392,5.729E2,1.552E4,9.913E3,1.552E4,,,,1.0158,1.0317,0,,DETECTED,582.87528,582.87059,582.88084,0.3414,0.3008,0.6194,0.0801,1.606E3,1.416E4,1.638E2,1.416E4,1,5,7,3.7672,6.3003,9,0.0221
786,672.86454,672.84723,672.88492,0.3507,0.3008,0.5811,2.723E2,2.651E3,6.869E1,2.651E3,1,0,0.8,4,2,0.926,2.41,0.00162,0.0183,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,DETECTED,672.86451,672.84723,672.87219,0.3417,0.301,0.4462,0.1332,2.144E2,2.501E3,6.66E2,2.501E3,1,,5,1.7825,2.5649,0,,DETECTED,672.86493,672.85848,672.88492,0.3601,0.3064,0.4269,2.2405,1.539E2,2.651E3,6.869E1,2.651E3,1,,7,1.0177,0.9628,0,,DETECTED,672.8642,672.85363,672.87688,0.3503,0.3008,0.5811,0.1011,2.723E2,2.364E3,3.978E2,2.364E3,1,,5,2.8275,4.9206,0,
787,358.93389,358.92747,358.939,0.3446,0.3006,0.6099,4.954E2,3.673E3,4.746E2,3.673E3,1,0,0.8,4,1,0.845,7.38,0.00265,0.0276,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,358.93723,358.93647,358.93844,0.3506,0.3239,0.3597,0.0313,1.02E2,3.519E3,1.456E3,3.519E3,,,,0.6704,0.3408,0,,DETECTED,358.93196,358.92908,358.93539,0.3328,0.3006,0.4562,0.0659,2.922E2,3.245E3,8.655E2,3.245E3,,,,2.4146,3.8292,2,,DETECTED,358.93248,358.92747,358.939,0.3503,0.3008,0.6099,0.1042,4.954E2,3.673E3,4.746E2,3.673E3,1,,2,3.1185,5.0794,4,
815,180.97222,180.96964,180.97592,0.3567,0.3006,0.6102,6.127E3,3.312E4,4.738E3,3.312E4,1,6,0.6,3,0,0.741,17.12,0.0031,0.0097,0,34,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DETECTED,180.97427,180.97319,180.97592,0.3597,0.301,0.6012,0.2239,5.993E3,3.312E4,8.473E3,3.312E4,1,1,4,2.5555,4.1109,55,-0.0198,DETECTED,180.97117,180.96964,180.97222,0.3601,0.3006,0.6102,0.2954,6.102E3,2.696E4,4.738E3,2.696E4,1,,2,2.6032,4.2063,42,,DETECTED,180.97122,180.96984,180.9719,0.3503,0.3008,0.6099,0.1954,6.127E3,2.99E4,6.09E3,2.99E4,1,5,3,3.1185,5.237,57,0.0149
847,306.91663,306.91205,306.92091,0.3597,0.3064,0.5141,4.968E2,5.236E3,7.53E2,5.236E3,1,0,0.2,1,3,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ESTIMATED,306.91806,306.91269,306.92091,0.3688,0.3597,0.4075,0.0167,9.806E1,5.039E3,7.53E2,5.039E3,,,,2.6407,4.2814,0,,DETECTED,306.91562,306.91205,306.91792,0.3601,0.3064,0.5141,0.0368,4.968E2,4.957E3,1.653E3,4.957E3,1,,7,1.9354,2.8708,0,,ESTIMATED,306.9162,306.91498,306.91724,0.3503,0.3325,0.3594,0.0204,8.841E1,5.236E3,2.897E3,5.236E3,,,,0.7531,0.5063,0,
881,213.05483,213.04997,213.05909,0.3628,0.3236,0.4562,2.602E2,5.083E3,2.173E2,5.083E3,1,1,0.8,4,6,0.88,10.08,0.00215,0.0185,0,35,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,213.05688,213.05425,213.05909,0.3688,0.3328,0.4075,0.0398,2.095E2,5.083E3,7.79E2,5.083E3,,,,1.0383,1.0766,0,,DETECTED,213.05322,213.04997,213.0555,0.3507,0.3328,0.4562,0.0532,2.466E2,4.403E3,4.267E2,4.403E3,,1,,4.1172,5.2107,11,0.0341,DETECTED,213.05437,213.0525,213.05689,0.3688,0.3236,0.4361,0.0441,2.602E2,5.05E3,2.173E2,5.05E3,1,,2,1.131,1.4686,7,
883,592.8734,592.86506,592.89054,0.3573,0.3008,0.4558,1.072E2,2.467E3,1.79E2,2.467E3,1,0,0.4,2,0,0.969,0.22,0.00013,0.0652,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,DETECTED,592.87458,592.86506,592.88367,0.3977,0.3597,0.4558,0.0627,5.919E1,1.062E3,2.029E2,1.062E3,1,,63,1.2647,1.3758,0,,ESTIMATED,592.87092,592.86534,592.87806,0.3417,0.3328,0.3789,0.0368,7.012E1,2.467E3,1.79E2,2.467E3,,,,2.5991,4.1982,0,,DETECTED,592.87471,592.86736,592.89054,0.3325,0.3008,0.3976,0.0546,1.072E2,2.005E3,2.459E2,2.005E3,1,,3,1.5267,1.7839,0,
934,420.90414,420.89556,420.91046,0.3857,0.3066,0.6673,7.834E2,4.266E3,3.28E1,4.266E3,1,0,0.6,3,0,0.885,2.89,0.00122,0.1059,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,420.90837,420.89556,420.91046,0.3506,0.3417,0.3688,0.0143,3.568E1,3.402E3,5.54E2,3.402E3,,,,1.5198,1.0999,0,,DETECTED,420.90141,420.8974,420.90598,0.4562,0.3328,0.6102,0.1666,6.988E2,3.721E3,3.28E1,3.721E3,1,,7,1.1241,1.2483,2,,DETECTED,420.90263,420.8961,420.90838,0.3503,0.3066,0.6673,0.2138,7.834E2,4.266E3,2.847E2,4.266E3,1,,3,3.7006,2.8957,5,
935,666.01465,666.00585,666.02982,0.3628,0.3417,0.3977,3.568E1,3.359E3,4.11E2,3.359E3,,0,0.4,2,0,0.892,1.42,0.00094,0.132,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,666.02084,666.01282,666.02345,0.3784,0.3688,0.3977,0.0256,1.84E1,9.73E2,5.18E2,9.73E2,,,,1.5058,2.0116,0,,ESTIMATED,666.00683,666.00585,666.01246,0.3507,0.3417,0.3601,0.0184,3.568E1,3.359E3,4.11E2,3.359E3,,,,1.0147,1.0293,0,,ESTIMATED,666.01628,666.01236,666.02982,0.3594,0.3503,0.3785,0.0233,3.354E1,1.629E3,4.62E2,1.629E3,,,,1.5602,2.1205,0,
936,206.97186,206.96615,206.97637,0.4313,0.3008,0.6204,6.047E2,1.299E4,3.72E2,1.299E4,1,2,0.8,4,0,0.751,13.88,0.00287,0.2585,0,36,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,DETECTED,206.97379,206.97009,206.97637,0.582,0.4657,0.6204,0.1038,1.846E2,1.842E3,7.101E2,1.842E3,1,,4,0.665,0.3301,26,,ESTIMATED,206.97088,206.97012,206.97176,0.3884,0.3601,0.3981,0.0189,5.804E1,2.551E3,3.72E2,2.551E3,,,,0.6711,0.3422,0,,DETECTED,206.97092,206.96615,206.97265,0.3236,0.3008,0.4361,0.0614,6.047E2,1.299E4,5.932E2,1.299E4,,2,,2.965,4.7554,11,0.1011
958,624.86609,624.85347,624.87605,0.3668,0.3008,0.4268,8.271E1,3.477E3,2.053E2,3.477E3,1,0,0.4,2,4,0.811,2.89,0.00181,0.1711,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,624.87164,624.86383,624.87605,0.4075,0.3879,0.4268,0.1452,8.271E1,2.732E3,1.62E3,2.732E3,,,,0.9913,0.9825,0,,ESTIMATED,624.86183,624.86019,624.86573,0.3692,0.3601,0.3789,0.0189,5.73E1,3.477E3,1.891E3,3.477E3,,,,1.0345,1.069,0,,DETECTED,624.8648,624.85347,624.87149,0.3236,0.3008,0.3414,0.0321,4.184E1,1.636E3,2.053E2,1.636E3,1,,4,0.8898,0.7797,0,
964,530.86032,530.85408,530.86844,0.4171,0.3789,0.4462,6.298E1,1.708E3,3.37E2,1.708E3,1,0,0.2,1,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,530.86037,530.85642,530.86306,0.4366,0.3977,0.4462,0.0445,3.805E1,1.079E3,8.28E2,1.079E3,,,,0.623,0.2461,0,,ESTIMATED,530.85936,530.85408,530.86844,0.3981,0.3789,0.4269,0.0393,6.298E1,1.708E3,6.24E2,1.708E3,,,,1.2534,1.5068,0,,DETECTED,530.86121,530.85889,530.86418,0.4168,0.3976,0.4457,0.0258,2.83E1,1.101E3,3.37E2,1.101E3,1,,5,1.2546,1.5092,0,
992,304.91289,304.90978,304.92076,0.43,0.3506,0.6204,4.746E2,2.939E3,2.704E2,2.939E3,1,0,0.4,2,3,0.698,10.44,0.00318,0.0106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DETECTED,304.91666,304.9132,304.92076,0.4366,0.3506,0.6204,0.1561,4.746E2,2.607E3,2.704E2,2.607E3,1,,12,1.5691,2.1383,0,,ESTIMATED,304.91092,304.90978,304.91294,0.4368,0.4269,0.4657,0.0296,5.97E1,2.273E3,8.16E2,2.273E3,,,,1.9659,2.9317,0,,ESTIMATED,304.91109,304.91109,304.91507,0.4168,0.4072,0.4264,0.0192,2.818E1,2.939E3,2.939E3,2.939E3,,,,1.0042,1.0083,0,
